Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R601AK2,R601AK3,R601AK4,R601AK5,R601AK6,R601AK7,R601AK8,R601BK7,R601BK8,R601BK2,R601BK3,R601BK4,R601BK5,R601BK6,R601CK2,R601CK3,R601CK4,R601CK5,R601CK6,R601CK7,R601CK8,R601DK2,R601DK3,R601DK4,R601DK5,R601DK6,R601DK7,R601DK8,R601EK2,R601EK3,R601EK4,R601EK5,R601EK6,R601EK7,R601EK8,R601FK2,R601FK3,R601FK4,R601FK5,R601FK6,R601FK7,R601FK8,R601GK2,R601GK3,R601GK4,R601GK5,R601GK6,R601GK7,R601GK8,R601HK2,R601HK3,R601HK4,R601HK5,R601HK6,R601HK7,R601HK8,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,R601JK2,R601JK3,R601JK4,R601JK5,R601JK6,R601JK7,R601JK8,R602A,R602B,R602C,R602D,R602E,R701AK2,R701AK3,R701AK4,R701AK5,R701BK2,R701BK3,R701BK4,R701BK5,R701CK2,R701CK3,R701CK4,R701CK5,R701DK2,R701DK3,R701DK4,R701DK5,R701EK2,R701EK3,R701EK4,R701EK5,R701FK2,R701FK3,R701FK4,R701FK5,R701GK2,R701GK3,R701GK4,R701GK5,R701HK2,R701HK3,R701IK2,R701IK3,R701JK2,R701JK3,R701KK3,R701LK3,R701MK3,R702A,R702B,R702C,R702D,R702E,R702F,R703AK2,R703AK3,R703BK2,R703BK3,R703CK2,R703CK3,R703DK2,R703DK3,R703EK2,R703EK3,R703FK2,R703FK3,R703GK2,R703GK3,R704AK2,R704AK3,R704AK4,R704BK2,R704BK3,R704BK4,R704CK2,R704CK3,R704CK4,R704DK2,R704DK3,R704DK4,R704EK2,R704EK3,R704EK4,R704FK2,R704FK3,R704FK4,R704GK2,R704GK3,R704GK4,R704HK2,R704HK3,R704HK4,R704IK2,R704IK3,R704IK4,R704JK2,R704JK3,R704JK4,R704KK2,R704KK3,R704KK4,R704LK2,R704LK3,R704LK4,R704MK2,R704MK3,R704MK4,R705A,R705B,R705C,R706A1,R706A2,R706B,R706C,R706D,R707,R708,R709AK2,R709AK3,R709AK4,R709BK2,R709BK3,R709BK4,R709CK2,R709CK3,R709CK4,R709DK2,R709DK3,R709DK4,R709EK2,R709EK3,R709EK4,R709FK2,R709FK3,R709FK4,R709GK2,R709GK3,R709GK4,R709HK2,R709HK3,R709HK4,R710,R711A,R711B
62280,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,005,ANGGANA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,2,1,,,1,0,,,1,0,,,0,0,5.70,1,0,0,20.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00,2,0,19.00,2,0,14.00,2,0,5.80,1,2,,,0,15.00,2,1,,,0,21.00,3,1,,,0,42.00,4,1,,,0,5.00,2,0,5.00,2,3,0,0,0,0,0,4,2,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,248,76
62281,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,006,SUNGAI MERIAM,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,2,1,,,5,1,,,0,1,,,0,1,,,0,0,7.40,2,0,0,19.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20.00,2,0,18.00,2,0,4.30,2,1,,,0,62.00,3,1,,,5,,,0,22.70,3,3,,,0,39.70,3,0,8.30,2,3,,,2,,,5,0,0,1,1,1,7,5,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,4348,220
62282,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,007,SIDOMULYO,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,0,4,,,2,1,,,0,0,4.60,2,0,0,4.40,2,0,0,5.70,2,0,0,20.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00,3,0,19.00,3,0,14.00,2,0,5.70,2,1,,,0,15.00,3,0,5.70,2,0,21.00,3,0,5.70,2,0,37.00,4,1,,,0,5.70,2,0,5.70,2,4,0,0,0,0,0,2,5,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,389,76
62283,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,008,HANDIL TERUSAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,5,8,2,0,1,,,0,3,,,5,0,,,0,1,,,0,1,,,0,0,11.00,2,0,0,36.0000,2,0,0,0,0,0,0,0,0,0,2,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.00,3,0,34.00,3,0,26.00,3,0,17.00,3,3,,,0,31.00,3,0,17.00,3,0,37.00,3,0,17.00,2,0,57.00,4,0,9.10,3,0,17.00,3,1,,,13,0,0,0,0,0,2,2,1,8,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,2622,424
62284,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,001,SELIKI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,4,6,8,1,0,1,,,0,2,,,4,0,,,0,0,6.00,1,0,0,8.00,1,0,0,7.00,1,0,0,55.0000,1,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.00,3,0,51.00,3,0,5.00,1,0,9.00,1,2,,,0,12.00,2,0,5.90,1,0,70.00,3,1,,,0,5.00,2,0,10.00,2,0,5.60,1,0,6.00,1,3,0,0,0,0,0,1,0,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,123,42
62285,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,002,SALO PALAI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,4,6,8,2,0,2,,,0,2,,,2,0,,,1,0,,,0,0,9.00,2,0,0,9.00,2,0,0,70.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.00,3,0,70.00,3,0,3.00,1,0,40.00,2,2,,,0,9.00,2,0,9.00,2,0,40.00,2,1,,,0,12.00,2,1,,,0,9.00,2,0,7.00,2,3,0,3,0,0,0,2,0,1,2,2,,,2,,,2,,,1,10,1,2,,,2,,,2,,,2,,,0,135,25
62286,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,003,MUARA BADAK ULU,2,,,,,,,2,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,4,5,7,2,0,1,,,0,2,,,2,0,,,0,3,,,0,1,,,0,0,8.00,2,0,0,70.0000,3,0,0,0,0,0,0,1,0,0,2,4,5,8,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70.00,3,0,70.00,3,1,,,0,38.00,2,1,,,0,7.00,2,2,,,0,70.00,3,1,,,0,5.00,2,0,5.00,2,0,5.00,2,0,5.00,2,8,0,0,0,1,1,1,10,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,450,240
62287,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,004,MUARA BADAK ILIR,2,,,,,,,2,0,1,1,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,4,6,7,2,0,0,1.00,1,0,2,,,1,0,,,1,0,,,0,0,5.00,2,0,0,5.00,2,0,0,65.0000,3,0,0,0,0,0,0,0,0,0,2,3,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.00,3,0,65.00,3,0,1.00,1,0,42.00,2,0,1.00,1,0,1.00,1,0,1.00,1,0,65.00,3,1,,,0,1.00,2,0,1.00,2,0,1.00,1,0,2.00,2,4,0,1,0,0,0,2,0,1,1,2,,,1,5,0,2,,,2,,,2,,,2,,,2,,,2,,,0,766,270
62288,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,005,TANJUNG LIMAU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,4,5,7,1,0,1,,,0,7,,,4,3,,,2,1,,,1,0,,,0,0,5.00,2,0,0,68.0000,2,0,0,0,0,0,0,2,0,0,2,3,5,8,1,3,0,0,0,0,11,5,0,3,0,8,0,1,0,0,0,68.00,3,0,72.00,3,0,5.00,2,0,32.00,2,1,,,0,3.00,2,0,5.00,2,0,65.00,3,2,,,1,,,0,8.00,2,0,5.00,2,0,5.00,2,7,0,1,0,0,0,2,4,1,7,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,305,250
62289,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,006,TANAH DATAR,2,,,,,,,2,0,1,0,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,0,,,1,0,,,0,0,17.20,2,0,0,18.30,2,0,0,68.0000,2,0,0,0,0,0,0,1,0,0,2,4,5,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.50,2,0,30.50,2,0,23.70,2,0,29.80,2,2,,,0,38.00,2,0,20.00,2,0,20.00,2,2,,,0,32.00,2,1,,,0,19.00,2,0,21.00,2,2,0,0,0,0,0,2,0,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,88,27
62290,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,007,BADAK BARU,2,,,,,,,2,0,1,1,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,6,7,1,0,2,,,0,4,,,3,2,,,0,2,,,0,1,,,1,1,,,0,0,65.0000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,1,3,0,1,0,1,0,0,0,8,0,5,0,2,0,0,0,65.00,3,0,65.00,3,1,,,0,38.00,2,0,3.00,2,1,,,5,,,0,68.00,3,2,,,0,2.00,2,0,3.00,2,1,,,2,,,4,4,0,2,1,1,5,10,1,0,1,2,0,1,2,1,2,,,2,,,2,,,2,,,1,2,0,2,,,0,1783,126
62291,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,008,SUKA DAMAI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,2,0,,,0,1,,,0,0,38.00,2,0,0,38.00,2,0,0,70.0000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.00,3,0,78.00,3,0,38.00,2,0,52.00,3,1,,,0,38.00,2,0,28.00,2,0,78.00,3,0,21.00,2,0,20.00,2,0,20.00,2,0,38.00,2,0,38.00,2,4,0,0,0,0,0,1,0,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,33,21
62292,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,009,GAS ALAM BADAK SATU,2,,,,,,,2,0,1,1,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,4,5,7,1,0,0,1.00,2,1,4,,,3,0,,,0,0,2.00,2,0,0,4.00,2,0,0,3.00,2,0,0,62.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.00,3,0,68.00,3,0,0.50,2,0,38.00,2,1,,,1,,,1,,,0,65.00,3,2,,,0,8.00,2,0,8.00,2,1,,,0,3.00,2,0,6,0,2,1,0,4,1,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,2000,150
62293,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,010,BATU-BATU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,1,0,,,0,0,4.00,2,1,0,,,1,0,,,1,0,,,0,0,0.50,2,0,0,62.0000,2,0,0,0,0,0,0,0,0,0,2,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,60.00,3,0,10.00,2,0,34.00,2,1,,,1,,,0,4.00,2,0,60.00,3,1,,,1,,,0,10.00,2,0,4.00,2,0,4.00,2,2,0,0,0,0,0,2,2,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,400,38
62294,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,011,BADAK MEKAR,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,5.00,2,2,0,,,0,0,9.00,2,0,0,25.00,2,0,0,30.00,2,0,0,72.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.00,3,0,72.00,3,0,65.00,3,0,38.00,2,1,,,0,32.00,2,0,32.00,2,0,82.00,3,0,22.00,2,1,,,0,30.00,2,0,32.00,2,0,32.00,2,3,0,0,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,117,30
62295,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,012,SALO CELLA,2,,,,,,,1,0,1,2,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,3,,,0,0,8.00,3,1,0,,,1,0,,,0,0,10.00,3,0,0,12.00,3,0,0,72.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.00,3,0,65.00,3,0,30.00,3,0,38.00,3,1,,,0,20.00,3,0,24.00,3,0,65.00,3,0,10.00,3,0,32.00,3,1,,,0,10.00,3,0,10.00,3,4,0,0,0,0,0,2,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,206,70
62296,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,013,SUNGAI BAWANG,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,6.20,2,0,1,,,1,0,,,0,0,4.90,2,0,0,22.10,2,0,0,25.30,2,0,0,30.1000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.30,3,0,67.40,3,0,68.90,3,0,35.00,2,1,,,0,32.30,2,0,34.30,2,0,84.10,3,0,23.40,2,1,,,0,99.90,3,0,34.80,2,0,35.10,2,1,0,0,0,0,0,1,0,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,84,4
62297,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,001,PERANGAT BARU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,10.00,1,0,0,10.00,1,0,0,35.00,1,0,0,63.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.00,3,0,63.00,3,0,10.00,1,0,40.00,2,1,,,0,63.00,3,0,10.00,1,0,63.00,3,0,10.00,1,0,40.00,2,1,,,0,63.00,3,0,63.00,3,2,0,1,0,0,0,1,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,237,25
62298,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,002,BUNGA PUTIH,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,1,0,,,0,0,3.00,2,0,0,3.00,2,0,0,55.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,60.00,3,0,4.00,2,0,60.00,3,1,,,0,30.00,2,0,4.00,2,0,88.00,3,1,,,0,10.00,2,0,34.00,2,0,10.00,2,0,4.00,2,2,0,0,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,409,31
62299,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,003,PERANGAT SELATAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,0,1,,,0,2,,,0,2,,,0,0,30.00,2,0,0,50.0000,2,0,0,0,0,0,0,2,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00,3,0,50.00,3,1,,,0,10.00,2,0,25.00,2,0,50.00,2,1,,,0,50.00,3,1,,,0,10.00,2,0,10.00,2,0,50.00,3,0,50.00,3,3,0,1,0,0,0,2,5,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,102,102
62300,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,004,MAKARTI,2,,,,,,,2,0,1,2,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,1,,,0,0,15.00,2,0,0,24.00,2,0,0,90.0000,2,0,0,0,0,0,0,0,0,0,1,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.00,3,0,44.00,3,0,7.00,2,0,7.00,2,1,,,0,44.00,3,1,,,0,44.00,3,1,,,0,7.00,3,0,7.00,3,0,44.00,3,0,44.00,3,2,0,1,0,1,0,1,2,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,327,41
62301,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,005,SEBUNTAL,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,4,6,7,1,0,4,,,0,4,,,4,0,,,1,0,,,1,0,,,1,0,,,0,0,34.0000,2,0,0,0,0,0,0,0,0,0,2,3,5,8,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34.00,2,0,34.00,2,1,,,0,34.00,2,0,4.00,2,0,34.00,2,1,,,0,34.00,2,1,,,0,34.00,2,0,24.00,2,0,34.00,2,1,,,7,0,0,1,0,1,12,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,300,183
62302,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,006,KERSIK,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,4,6,8,2,0,0,30.00,2,0,1,,,1,0,,,0,1,,,0,0,7.00,2,0,0,15.00,2,0,0,30.0000,2,0,0,0,0,0,0,1,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,2,0,30.00,2,0,15.00,2,0,15.00,2,1,,,0,30.00,2,0,15.00,2,0,30.00,2,1,,,0,30.00,2,0,30.00,2,0,30.00,2,0,30.00,2,1,0,0,0,0,0,3,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,108,32
62303,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,007,SANTAN ILIR,2,,,,,,,2,0,1,2,0,3,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,4,6,8,1,0,1,,,0,3,,,3,0,,,0,0,2.00,2,0,0,2.00,2,0,0,15.00,2,0,0,44.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.00,2,0,44.00,2,0,24.00,2,0,24.00,2,1,,,0,24.00,2,0,24.00,2,0,44.00,2,1,,,0,44.00,2,0,24.00,2,0,24.00,2,0,24.00,2,3,0,1,0,0,0,1,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,100,17
62304,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,008,SANTAN TENGAH,2,,,,,,,2,0,1,3,0,3,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,3,3,,,1,2,,,0,1,,,0,0,20.00,2,0,0,45.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.00,2,0,45.00,2,0,15.00,2,0,15.00,2,1,,,0,15.00,2,0,15.00,2,0,15.00,2,0,7.00,2,0,15.00,2,0,15.00,2,0,15.00,2,0,15.00,2,2,0,0,0,0,0,2,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,232,31
62305,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,009,SANTAN ULU,1,0,0,0,0,1,0,4,0,1,4,0,4,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,6,8,1,0,2,,,0,5,,,4,0,,,1,0,,,0,0,15.00,2,0,0,20.00,2,0,0,24.0000,2,0,0,0,0,0,0,1,1,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.00,2,0,24.00,2,0,24.00,2,0,24.00,2,1,,,0,24.00,2,0,24.00,2,0,24.00,2,2,,,0,27.00,2,0,27.00,2,0,26.00,2,1,,,6,0,1,0,0,0,2,0,1,8,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,602,60
62306,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,010,SAMBERA BARU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,4.00,2,0,1,,,2,0,,,0,1,,,0,0,17.00,2,0,0,17.00,2,0,0,55.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.00,3,0,70.00,3,0,17.00,2,0,70.00,3,1,,,0,36.00,2,0,17.00,2,0,70.00,3,0,17.00,2,1,,,0,10.00,2,0,70.00,3,0,30.00,2,3,0,1,0,0,0,1,2,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,359,80
62307,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,011,SEMANGKOK,2,,,,,,,2,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,0,0,1,0,2,,,,,,,2,4,6,8,2,0,0,9.00,2,0,2,,,3,0,,,1,1,,,0,0,15.00,2,0,0,15.00,2,0,0,55.0000,3,0,0,0,0,0,0,0,0,0,2,3,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.00,3,0,55.00,3,0,7.00,2,0,7.00,2,1,,,0,55.00,3,0,7.00,2,0,55.00,3,1,,,1,,,0,41.00,2,0,41.00,2,1,,,5,0,1,0,0,0,1,2,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,2456,134
62308,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,001,BENUA PUHUN,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,42.00,2,0,1,,,2,0,,,1,0,,,1,0,,,0,0,42.00,2,0,0,42.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45.00,2,0,82.00,3,0,35.00,3,0,35.00,3,1,,,0,40.00,2,0,35.00,2,0,45.00,2,0,30.00,2,0,99.90,3,0,50.00,2,0,45.00,2,0,45.00,2,2,0,0,0,0,0,2,1,2,7,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,100,50
62309,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,002,TERATAK,2,,,,,,,1,0,1,0,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,45.00,2,0,1,,,2,0,,,1,0,,,0,0,7.00,3,0,0,20.00,3,0,0,45.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.00,2,0,99.90,3,0,99.90,3,0,20.00,3,1,,,0,45.00,2,0,45.00,2,0,45.00,3,0,20.00,3,0,80.00,3,0,50.00,2,0,45.00,2,0,45.00,2,2,0,1,0,0,0,0,0,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,312,55
