Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R80101,R80102,R80103,R80104,R80105,R80106,R80107,R802,R803A,R803B,R803C,R803D,R803E,R803F,R803G,R803H,R803I,R804A1,R804A2A,R804A2B,R804A2C,R804B1,R804B2,R805A,R805B,R805C,R805D,R805E,R805F,R805G,R805H,R805I,R806,R807,R808,R809A,R809B,R8101K2,R8102K2,R8103K2,R8104K2,R8105K2,R8106K2,R8107K2,R811A,R811B,R811C,R811D,R811E,R811F,R901AK2,R901AK3,R901BK2,R901BK3,R901CK2,R901CK3,R901DK2,R901DK3,R901EK2,R901EK3,R901FK2,R901FK3,R901GK2,R901GK3,R901HK2,R901HK3,R901IK2,R901IK3,R901JK2,R901JK3,R901KK2,R901KK3,R901LK2,R901LK3,R902A,R902B,R1001A,R1001B1,R1001B2,R1001C1,R1001C2,R1001C3,R1002AK2,R1002AK3,R1002AK4,R1002AK5,R1002AJM,R1002AME,R1002AK7,R1002BK2,R1002BK3,R1002BK4,R1002BK5,R1002BJM,R1002BME,R1002BK7,R1002CK2,R1002CK3,R1002CK4,R1002CK5,R1002CJM,R1002CME,R1002CK7,R1002DK2,R1002DK3,R1002DK4,R1002DK5,R1002DJM,R1002DME,R1002DK7,R1003A,R1003B,R1004,R1005A,R1005B,R1005C,R1005D,R1006A,R1006B,R1007A,R1007B,R1007C,R1008AK2,R1008AK3,R1008BK2,R1008BK3,R1008CK2,R1008CK3,R1008DK2,R1008DK3,R1008EK2,R1008FK2,R1008GK2,R1201A,R1201B,R1201C,R1201D,R1201E,R1201F,R1201G,R1201H,R1202A,R1202B,R1202C,R1203A,R1203B,R1204A,R1204B,R1204C,R1204D,R1205A1,R1205A2,R1205A3,R1205B1,R1205B2,R1205B3,R1206AK2,R1206AK3,R1206AK4,R1206BK2,R1206BK3,R1206BK4,R1206CK2,R1206CK3,R1206CK4,R1206DK2,R1206DK3,R1206DK4,R1206EK2,R1206EK3,R1206EK4,R1206F1K2,R1206F1K3,R1206F1K4,R1206F2K2,R1206F2K3,R1206F2K4,R1206GK2,R1206GK3,R1206GK4,R1206HK2,R1206HK3,R1206HK4,R1206IK2,R1206IK3,R1206IK4,R1206JK2,R1206JK3,R1206JK4,R1207A,R1207B,R1207C,R1207D,R1208AK2,R1208AK3,R1208AK4,R1208BK2,R1208BK3,R1208BK4,R1208CK2,R1208CK3,R1208CK4,R1209AK2,R1209AK3,R1209AK4,R1209BK2,R1209BK3,R1209BK4,R1209CK2,R1209CK3,R1209CK4,R1209DK2,R1209DK3,R1209DK4,R1209EK2,R1209EK3,R1209EK4,R1209FK2,R1209FK3,R1209FK4,R1209GK2,R1209GK3,R1209GK4
62727,64,KALIMANTAN TIMUR,71,BALIKPAPAN,010,BALIKPAPAN SELATAN,011,SEPINGGAN RAYA,1,3,5,7,1,3,6,1,11,12,2,0,0,0,0,0,0,1,70029,30012,70025,1,1167,3,2,8,0,12,8,0,0,4,0,4,3,1,1,,,,,,,,34,1,0,0,0,0,1,2,1,2,1,1,4,2,1,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,1,,1,1,1,1,1,1,3,1,1,2,0,5,5,3,3,2,12,0,30,10,3,3,2,9,0,20,10,3,7,2,36,1,30,30,638,1,1,1,4,1,1,1,1,4,2,4,1,2,1,2,1,2,1,1,1,1,1,0,3,0,15,0,0,27,0,0,0,0,2,3,0,,,,0,1,0,2,4,6,1,,,0,1.40,1,0,6.30,1,1,,,1,,,39,,,176,,,12,,,122,,,3,,,5,,,1,4,6,7,3,,,1,,,0,8.10,2,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62728,64,KALIMANTAN TIMUR,71,BALIKPAPAN,010,BALIKPAPAN SELATAN,012,SEPINGGAN BARU,1,3,5,7,1,3,6,1,19,11,4,0,0,0,0,0,0,1,30012,70025,70029,2,1167,5,2,5,0,7,8,1,0,0,0,4,1,1,1,,,,,,,,1,1,0,0,0,0,4,2,1,2,1,2,1,2,4,2,1,2,1,2,1,2,4,2,4,2,1,2,4,2,2,8.50,1,1,1,3,,,3,1,1,3,0,8,5,3,3,2,10,0,25,10,3,3,2,7,0,15,7,3,7,3,35,1,30,70,1238,1,1,3,4,2,1,1,1,4,2,4,1,2,1,2,1,2,1,1,1,1,1,1,12,1,35,2,2,71,0,0,0,0,2,3,0,,,,0,6,0,2,4,6,5,,,0,2.00,1,0,4.00,1,0,6.00,1,8,,,78,,,235,,,3,,,218,,,3,,,0,3.00,2,1,4,6,8,1,,,0,3.60,2,0,9.40,2,2,2.80,2,1,,,1,,,1,,,1,,,1,,,1,,
62729,64,KALIMANTAN TIMUR,71,BALIKPAPAN,011,BALIKPAPAN KOTA,001,PRAPATAN,1,3,5,7,1,4,6,1,8,15,2,1,0,0,0,0,0,1,30012,70025,60001,1,1167,0,0,0,0,0,2,0,0,0,0,1,3,1,1,,,,,,,,1,1,0,0,0,0,4,2,4,2,1,2,4,2,4,2,1,2,4,2,4,2,1,1,4,2,1,2,4,2,2,2.40,1,1,1,1,1,1,2,,,2,0,8,9,2,,,2,0,8,9,1,2,2,2,0,20,9,1,6,2,40,1,42,30,1155,1,1,4,4,2,1,1,1,4,2,4,1,2,1,2,1,2,1,1,1,1,1,0,0,0,17,0,0,29,0,0,2,0,2,3,0,,,,0,2,0,2,4,6,0,1.20,2,0,1.00,2,0,1.20,2,0,3.60,2,1,,,41,,,154,,,5,,,188,,,1,,,2,,,1,4,5,8,2,,,0,3.00,2,0,5.10,2,2,6.40,2,1,,,1,,,1,,,1,,,1,,,1,,
62730,64,KALIMANTAN TIMUR,71,BALIKPAPAN,011,BALIKPAPAN KOTA,002,TELAGA SARI,1,3,5,7,1,4,6,1,7,27,0,0,0,0,0,0,0,1,30012,30018,70025,2,1167,2,0,0,8,6,12,0,0,0,0,4,1,1,1,,,,,,,,1,1,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,1,4,2,4,2,4,2,1,2,1,2,4,2,2,2.40,1,1,1,1,1,1,2,,,3,0,10,9,2,,,2,0,9,9,1,2,2,6,0,19,9,1,6,2,38,1,40,30,2200,1,1,5,4,2,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,3,0,45,0,0,104,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,2,,,0,1.20,2,0,1.00,2,0,3.40,2,0,1.00,2,36,,,193,,,2,,,116,,,0,1.40,2,1,,,1,4,6,8,1,,,0,1.00,2,0,1.50,2,2,5.90,2,1,,,1,,,1,,,1,,,1,,,1,,
62731,64,KALIMANTAN TIMUR,71,BALIKPAPAN,011,BALIKPAPAN KOTA,003,KLANDASAN ULU,1,3,5,7,1,3,6,1,6,11,2,0,0,0,0,0,0,1,70025,60001,30012,2,1167,3,1,0,0,3,0,0,0,0,0,4,1,1,1,,,,,,,,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,2,1,2,4,2,1,2,1,2,4,2,4,2,4,2,1,,1,1,1,1,1,1,3,3,2,1,0,5,5,3,3,2,1,0,5,5,3,3,2,5,0,15,10000,3,7,2,20,1,0,20000,701,1,1,14,4,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,1,27,0,8,80,0,0,0,0,1,3,0,,,,0,4,0,2,4,6,3,,,1,,,0,2.00,1,0,2.00,1,4,,,173,,,191,,,12,,,245,,,9,,,7,,,1,4,5,7,6,,,1,,,0,1.70,2,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62732,64,KALIMANTAN TIMUR,71,BALIKPAPAN,011,BALIKPAPAN KOTA,004,KLANDASAN ILIR,1,3,5,7,1,3,6,1,9,16,9,0,0,0,1,1,0,1,30012,60001,70025,1,1167,3,1,1,0,26,21,2,0,0,0,1,3,1,1,,,,,,,,1,1,0,0,0,0,4,2,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,1,1,4,2,1,1,1,,1,1,1,1,1,1,3,3,2,2,0,7,5,3,3,2,3,0,7,5,3,3,2,3,0,15,10,3,6,2,25,1,0,20,1134,1,1,13,4,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,1,11,30,0,2,59,0,0,0,0,2,3,0,,,,0,4,0,2,4,6,5,,,1,,,0,2.00,1,0,2.00,1,5,,,294,,,298,,,35,,,230,,,13,,,0,2.00,1,1,4,6,7,8,,,8,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62733,64,KALIMANTAN TIMUR,71,BALIKPAPAN,011,BALIKPAPAN KOTA,005,DAMAI,1,3,5,7,1,4,6,1,13,10,4,0,0,0,1,0,0,1,70025,30012,30018,1,1167,0,0,11,0,11,21,2,1,0,0,4,3,1,3,,,,,,,,1,1,0,0,0,0,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,2,1,,1,1,1,1,1,1,3,3,1,4,0,14,6,3,3,1,3,0,13,5,3,3,1,5,0,18,10,3,3,2,37,1,7,25,1074,2,1,6,4,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,6,2,30,0,0,41,0,0,0,0,2,3,0,,,,1,0,0,2,4,6,1,,,1,,,0,2.00,2,0,2.00,2,4,,,90,,,179,,,10,,,213,,,5,,,2,,,1,4,5,8,12,,,10,,,0,1.70,2,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62734,64,KALIMANTAN TIMUR,71,BALIKPAPAN,020,BALIKPAPAN TIMUR,001,MANGGAR,1,3,5,7,1,4,6,1,25,16,10,0,0,0,0,0,0,1,70025,30012,60001,2,1167,0,1,0,0,1,6,0,0,3,0,1,3,1,1,,,,,,,,71,1,0,9,0,0,1,2,1,1,1,1,4,2,4,2,1,1,1,1,1,2,1,1,1,2,1,2,4,2,2,10.00,1,1,1,1,1,1,3,3,2,1,0,5,5,3,3,2,18,0,30,15,3,3,2,10,0,16,10,3,3,2,45,1,43,70,952,1,1,19,4,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,20,0,50,33,15,98,0,0,0,0,2,3,0,,,,0,4,0,2,4,5,0,2.00,1,0,9.40,2,0,1.70,1,0,13.00,2,9,,,95,,,534,,,5,,,309,,,0,5.00,2,1,,,1,4,6,8,3,,,0,3.90,2,0,18.00,2,2,13.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62735,64,KALIMANTAN TIMUR,71,BALIKPAPAN,020,BALIKPAPAN TIMUR,002,MANGGAR BARU,1,3,5,7,1,4,6,1,13,5,0,0,0,0,0,0,0,1,70025,30012,60001,2,1167,0,0,0,0,0,3,0,0,0,0,1,3,1,3,,,,,,,,1,1,0,0,0,0,1,2,1,1,1,2,1,2,1,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,2,20.00,1,1,1,1,1,1,3,3,2,1,0,5,5,3,3,2,19,0,32,15,3,3,2,11,0,18,15,3,3,2,46,1,45,72,216,1,2,6,4,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,3,0,29,3,0,82,0,0,0,0,2,3,0,,,,0,3,1,2,4,5,5,,,0,8.80,2,1,,,1,,,2,,,161,,,348,,,0,2.00,1,211,,,0,7.00,2,2,,,1,4,6,8,4,,,1,,,0,19.00,2,2,15.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62736,64,KALIMANTAN TIMUR,71,BALIKPAPAN,020,BALIKPAPAN TIMUR,003,LEMARU,1,3,5,7,1,4,6,1,10,11,1,0,0,0,0,0,0,1,30012,60001,70025,2,1167,1,2,2,0,10,3,3,0,0,0,1,3,1,1,,,,,,,,26,1,0,35,0,0,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,1,2,4,2,4,2,2,18.00,1,1,1,1,1,1,3,3,2,2,0,5,5,3,3,2,21,0,40,10,3,3,2,13,0,25,15,3,7,3,50,1,52,70,210,1,2,5,4,1,2,1,1,4,2,4,1,2,1,2,1,2,1,1,1,1,1,0,6,0,21,5,1,45,0,0,0,0,2,3,0,,,,0,1,0,2,4,5,0,2.60,2,0,1.00,1,0,7.00,2,1,,,1,,,36,,,177,,,1,,,181,,,0,6.30,2,1,,,1,4,6,8,0,1.00,1,0,4.80,2,0,19.00,2,2,16.00,2,2,1.00,1,2,1.00,1,1,,,1,,,1,,,1,,
62737,64,KALIMANTAN TIMUR,71,BALIKPAPAN,020,BALIKPAPAN TIMUR,004,TERITIP,1,3,5,7,1,4,6,1,11,23,1,0,0,0,0,0,0,1,30012,60001,70025,2,1167,8,7,5,0,11,6,1,0,0,0,4,1,1,1,,,,,,,,34,1,0,33,0,0,1,2,1,2,1,2,4,2,4,2,4,2,1,2,4,2,4,2,1,2,4,2,4,2,2,26.00,1,1,1,1,1,1,3,1,1,7,0,13,5,3,3,2,26,0,51,10,3,3,2,18,0,36,10,3,7,3,53,2,5,70,127,1,1,8,4,2,2,1,1,4,2,3,1,2,1,2,1,2,1,1,1,1,1,0,8,0,24,3,1,51,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,12.60,2,0,13.00,2,1,,,1,,,1,,,67,,,262,,,1,,,125,,,0,16.40,2,1,,,1,4,6,8,1,,,0,15.00,2,0,26.00,2,1,,,1,,,1,,,1,,,1,,,2,7.00,2,1,,
62738,64,KALIMANTAN TIMUR,71,BALIKPAPAN,030,BALIKPAPAN UTARA,001,MUARA RAPAK,1,3,5,7,1,4,6,1,20,18,1,0,0,0,0,0,0,1,60001,30012,70025,1,1167,2,1,3,1,25,4,0,0,0,0,3,2,1,1,,,,,,,,1,1,0,0,0,0,1,1,1,1,1,1,1,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,1,,1,1,1,1,1,1,3,3,2,3,0,15,5,3,3,2,8,0,30,5,3,3,2,6,0,15,5,3,3,2,18,1,0,30,1939,1,1,14,4,1,1,1,1,4,2,1,1,1,1,2,1,2,1,2,1,1,1,1,5,4,54,0,1,119,0,1,1,1,2,3,0,,,,0,2,0,2,4,5,3,,,1,,,0,6.00,1,0,4.00,1,24,,,408,,,12,,,2,,,21,,,0,1.50,1,4,,,1,4,6,7,3,,,1,,,0,0.30,2,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62739,64,KALIMANTAN TIMUR,71,BALIKPAPAN,030,BALIKPAPAN UTARA,002,GUNUNG SAMARINDA,1,3,5,7,1,3,6,1,18,13,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,1,0,0,0,2,3,0,0,0,0,4,3,1,1,,,,,,,,1,1,0,0,0,0,1,1,4,2,1,1,4,2,4,2,1,1,1,1,4,2,1,1,4,2,1,1,4,2,2,2.00,1,1,1,1,2,1,1,1,1,5,0,30,5,1,1,1,8,0,45,5,1,1,1,4,0,30,5000,1,1,1,24,1,0,30,1381,1,1,19,4,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,10,0,50,2,6,90,0,0,0,0,2,3,0,,,,0,2,0,2,4,6,10,,,0,2.90,1,1,,,0,3.00,1,3,,,106,,,223,,,12,,,15,,,0,2.60,1,2,,,1,4,6,7,0,2.10,1,2,,,1,,,2,3.00,1,1,,,1,,,1,,,1,,,1,,,1,,
62740,64,KALIMANTAN TIMUR,71,BALIKPAPAN,030,BALIKPAPAN UTARA,003,BATU AMPAR,1,3,5,7,1,3,6,1,19,12,5,0,0,0,0,0,0,1,60001,30012,70025,1,1167,0,0,0,0,3,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,0,0,0,0,1,1,1,1,1,1,1,2,4,2,1,2,4,2,1,2,4,2,4,2,1,2,4,2,1,,1,1,1,1,1,1,3,3,2,5,0,12,10,3,3,2,11,0,25,15,3,3,2,5,0,15,10,3,7,2,23,1,30,50,1681,1,1,23,4,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,6,0,30,0,2,116,0,0,0,0,2,3,0,,,,0,3,0,2,4,6,3,,,1,,,1,,,1,,,4,,,103,,,278,,,2,,,20,,,2,,,2,,,1,4,5,8,3,,,0,1.00,1,0,4.10,1,2,0.20,1,1,,,1,,,1,,,1,,,1,,,1,,
62741,64,KALIMANTAN TIMUR,71,BALIKPAPAN,030,BALIKPAPAN UTARA,004,KARANG JOANG,1,3,5,7,1,3,6,1,24,30,4,1,0,0,0,0,0,1,30012,70025,60001,1,1167,9,15,6,3,7,6,5,0,9,0,3,2,1,1,,,,,,,,1,1,0,13,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,,1,1,1,1,1,2,3,2,2,6,0,15,5,3,2,2,17,0,40,10,3,2,2,14,0,30,10,3,2,2,34,1,0,30,1577,1,1,17,4,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,9,0,25,48,4,102,0,0,0,0,1,3,0,,,,0,3,0,2,4,5,1,,,1,,,1,,,1,,,0,8.00,2,53,,,406,,,4,,,240,,,0,6.80,1,1,,,1,4,6,7,1,,,0,10.00,2,0,12.00,2,2,12.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62742,64,KALIMANTAN TIMUR,71,BALIKPAPAN,030,BALIKPAPAN UTARA,005,GUNUNG SAMARINDA BARU,1,3,5,7,1,3,6,1,6,2,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,2,0,0,0,4,8,0,0,0,0,4,1,1,1,,,,,,,,1,1,0,0,0,0,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,4,2,1,,1,1,1,1,1,1,3,3,2,5,0,11,10,3,3,2,9,0,27,10,3,3,2,6,0,15,10,3,3,2,25,1,15,35,1066,1,1,2,4,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,2,1,10,0,0,18,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,2,,,1,,,1,,,0,14.50,2,6,,,45,,,62,,,28,,,31,,,1,,,4,,,1,4,6,7,1,,,1,,,0,2.80,1,2,6.00,1,1,,,1,,,1,,,1,,,1,,,1,,
62743,64,KALIMANTAN TIMUR,71,BALIKPAPAN,030,BALIKPAPAN UTARA,006,GRAHA INDAH,1,3,5,7,1,4,6,1,29,10,2,0,0,0,1,0,0,1,60001,70025,30012,2,1167,2,0,0,0,4,0,0,0,0,0,4,2,1,1,,,,,,,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,4,2,4,2,2,0.50,1,1,1,1,1,2,3,3,2,1,0,10,5,3,3,2,12,0,30,15,3,3,2,10,0,25,15,3,3,2,31,1,30,50,1066,1,1,17,4,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,1,4,0,27,0,0,100,0,0,0,0,2,3,0,,,,0,3,0,2,4,6,3,,,1,,,3,,,1,,,6,,,106,,,343,,,3,,,20,,,2,,,1,,,1,4,5,7,3,,,1,,,0,9.10,2,2,4.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62744,64,KALIMANTAN TIMUR,71,BALIKPAPAN,040,BALIKPAPAN TENGAH,001,GUNUNG SARI ILIR,1,3,5,7,1,3,6,1,12,19,12,0,0,1,0,0,0,1,30012,70025,70029,2,1167,0,2,2,0,1,0,3,0,0,0,4,3,1,1,,,,,,,,70,1,0,0,0,1,4,2,4,2,2,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,1,,1,1,1,1,1,1,3,3,2,1,0,25,5,3,3,2,2,0,23,5,3,3,2,2,0,22,5,3,3,2,38,1,38,200,1372,1,1,6,3,2,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,1,0,46,0,0,70,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,10,,,0,3.50,2,0,3.50,2,0,15.00,2,3,,,105,,,189,,,6,,,25,,,2,,,2,,,1,4,6,8,5,,,3,,,0,1.50,2,2,2.30,2,1,,,1,,,1,,,1,,,1,,,1,,
62745,64,KALIMANTAN TIMUR,71,BALIKPAPAN,040,BALIKPAPAN TENGAH,002,GUNUNG SARI ULU,1,3,5,7,1,4,6,1,7,11,3,0,0,0,1,0,0,1,60001,30012,70025,2,1167,0,1,0,0,1,1,2,0,0,0,4,3,1,1,,,,,,,,20,1,0,0,3,0,1,1,4,2,2,1,4,2,4,2,4,2,4,2,4,2,2,1,4,2,4,2,4,2,2,0.50,1,1,1,1,1,1,3,3,2,3,0,45,5,3,3,2,3,0,43,5,3,3,2,3,0,42,5,3,3,2,37,1,30,200,914,1,1,8,2,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,1,3,0,30,1,1,51,0,1,0,0,1,3,0,,,,0,1,0,2,4,6,1,,,0,3.80,2,0,8.00,2,1,,,3,,,33,,,187,,,3,,,111,,,5,,,2,,,1,4,6,7,2,,,0,2.00,2,0,1.50,2,2,2.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62746,64,KALIMANTAN TIMUR,71,BALIKPAPAN,040,BALIKPAPAN TENGAH,003,MEKAR SARI,1,3,5,7,1,3,6,1,8,7,2,0,0,1,0,0,0,1,30012,70025,60001,2,1167,1,4,0,0,13,16,0,0,0,0,4,2,1,1,,,,,,,,36,1,0,0,0,1,4,2,1,1,1,1,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,3.00,1,1,1,1,1,1,3,3,1,3,0,11,3,3,3,2,4,0,15,5,3,3,2,4,0,13,4,3,3,2,34,1,31,55,912,1,1,3,4,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,0,23,0,1,73,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,2.40,2,0,8.00,2,0,2.40,2,0,3.00,2,1,,,43,,,140,,,2,,,78,,,3,,,1,,,1,4,5,7,0,0.60,1,0,3.50,1,0,0.10,1,2,1.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62747,64,KALIMANTAN TIMUR,71,BALIKPAPAN,040,BALIKPAPAN TENGAH,004,KARANG REJO,1,3,5,7,1,3,6,1,10,16,1,0,0,0,1,0,0,1,30012,70025,60001,1,1167,20,6,6,4,3,13,0,0,0,0,4,1,1,1,,,,,,,,1,1,0,0,0,0,4,2,4,1,1,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,1,1,4,2,2,1.10,1,1,1,1,1,1,3,3,1,3,0,15,5,3,3,1,5,0,20,10,3,3,1,6,0,25,10,3,3,1,36,2,0,200,1577,1,1,8,5,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,4,2,64,0,1,114,0,0,0,0,1,3,0,,,,0,1,0,2,4,6,1,,,0,2.50,2,0,2.50,2,3,,,4,,,93,,,266,,,10,,,30,,,2,,,1,,,1,4,6,7,4,,,2,,,0,1.00,2,2,2.90,2,1,,,1,,,1,,,1,,,1,,,1,,
62748,64,KALIMANTAN TIMUR,71,BALIKPAPAN,040,BALIKPAPAN TENGAH,005,SUMBER REJO,1,3,5,7,1,4,6,1,11,16,5,0,1,0,0,0,0,1,30012,70025,60001,1,1167,9,7,2,0,15,1,2,0,0,0,4,3,1,1,,,,,,,,2,1,0,0,0,0,2,2,4,2,1,2,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,6.40,1,1,1,3,,,3,3,1,3,0,9,5,3,3,2,4,0,39,5,3,3,2,7,0,19,5,3,3,2,39,1,46,200,1292,1,1,5,4,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,24,0,39,2,1,72,0,0,0,0,2,3,0,,,,0,1,0,2,4,6,0,3.20,2,0,2.20,2,0,5.40,2,1,,,3,,,80,,,204,,,1,,,124,,,2,,,4,,,1,4,5,8,2,,,0,3.00,2,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62749,64,KALIMANTAN TIMUR,71,BALIKPAPAN,040,BALIKPAPAN TENGAH,006,KARANG JATI,1,3,5,7,1,3,6,1,11,9,1,0,0,0,0,0,0,1,30012,70025,60001,2,1167,5,2,4,4,25,8,2,0,1,0,1,3,1,1,,,,,,,,1,1,0,0,0,0,4,2,1,2,1,2,4,2,1,2,1,2,4,2,4,2,4,2,4,2,1,2,4,2,2,3.30,1,1,1,1,1,1,3,3,2,4,0,11,5,3,3,2,6,0,18,5,3,3,2,4,0,9,5,3,3,2,21,2,0,200,960,1,1,5,3,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,4,0,42,3,0,92,0,0,0,0,2,3,0,,,,0,3,0,2,4,6,0,2.50,1,0,3.90,1,0,4.00,2,1,,,1,,,46,,,151,,,1,,,112,,,1,,,1,,,1,4,6,7,5,,,4,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62750,64,KALIMANTAN TIMUR,71,BALIKPAPAN,050,BALIKPAPAN BARAT,001,BARU TENGAH,1,3,5,7,1,4,6,1,9,5,0,0,0,0,0,0,0,1,70025,30012,60001,1,1167,6,4,17,1,26,16,0,0,1,0,1,3,1,1,,,,,,,,1,1,0,10,0,0,4,1,4,2,1,1,4,2,4,2,1,2,4,1,4,2,1,1,4,2,1,1,4,2,2,11.00,1,1,1,1,1,1,7,3,2,2,0,6,5,7,3,2,8,0,21,10,7,3,2,5,0,15,5,3,7,2,23,1,5,50,683,1,2,1,4,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,1,0,0,36,0,0,79,0,0,0,0,2,3,0,,,,0,0,1,2,4,6,1,,,1,,,0,8.70,2,0,10.00,2,1,,,76,,,321,,,1,,,224,,,1,,,0,0.90,2,1,3,5,7,1,,,0,0.90,2,0,6.10,2,2,2.70,2,1,,,1,,,1,,,1,,,1,,,1,,
62751,64,KALIMANTAN TIMUR,71,BALIKPAPAN,050,BALIKPAPAN BARAT,002,MARGA SARI,1,3,5,7,1,4,6,1,5,4,1,0,0,0,0,0,0,1,70025,70085,30012,1,1167,3,2,3,0,4,0,0,0,0,0,4,1,1,1,,,,,,,,1,1,0,0,0,0,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,4,2,2,3.50,1,1,1,1,1,1,7,3,2,1,0,10,3,3,3,2,7,0,19,5,3,3,2,4,0,12,5,1,7,2,23,1,39,50,497,1,1,4,4,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,9,31,0,2,95,0,0,0,0,2,3,0,,,,0,4,0,2,4,6,1,,,2,,,0,7.90,2,0,9.20,2,4,,,142,,,260,,,1,,,191,,,3,,,0,0.40,2,1,4,6,7,3,,,6,,,0,0.80,2,2,1.40,2,1,,,1,,,1,,,1,,,1,,,1,,
62752,64,KALIMANTAN TIMUR,71,BALIKPAPAN,050,BALIKPAPAN BARAT,003,BARU ILIR,1,3,5,7,1,4,6,1,8,13,2,1,0,0,0,0,0,1,70025,70029,30012,1,1167,1,8,4,0,5,0,6,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,4,1,1,2,4,2,4,2,1,1,4,1,4,2,1,2,1,1,1,1,4,2,2,11.00,1,1,1,1,1,1,4,,,1,0,1,0,1,3,2,8,0,23,5,1,3,2,6,1,0,21,1,7,2,14,1,0,21,901,1,1,2,4,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,2,1,26,1,0,54,0,0,0,0,2,3,0,,,,0,4,0,2,4,6,1,,,1,,,0,9.10,2,0,11.00,2,1,,,154,,,245,,,1,,,180,,,2,,,1,,,1,4,5,7,7,,,4,,,0,6.60,2,2,2.70,2,1,,,1,,,1,,,1,,,1,,,1,,
