Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R1301A,R1301B1K2,R1301B1K3,R1301B1K4,R1301B1K5,R1301B2K2,R1301B2K3,R1301B2K4,R1301B2K5,R1301B3K2,R1301B3K3,R1301B3K4,R1301B3K5,R1301B4K2,R1301B4K3,R1301B4K4,R1301B4K5,R1301B5K2,R1301B5K3,R1301B5K4,R1301B5K5,R1301B6K2,R1301B6K3,R1301B6K4,R1301B6K5,R1301B7K2,R1301B7K3,R1301B7K4,R1301B7K5,R1302A,R1302B,R1303A01K3,R1303A01K4,R1303A02K3,R1303A02K4,R1303A03K3,R1303A03K4,R1303A04K3,R1303A04K4,R1303A05K3,R1303A05K4,R1303A06K3,R1303A06K4,R1303A07K3,R1303A07K4,R1303A08K3,R1303A08K4,R1303A09K3,R1303A09K4,R1303A10K3,R1303A10K4,R1303A11K3,R1303A11K4,R1303B,R1304A,R1304B,R1304C,R1304D,R1304E,R1305,R1306A,R1306B1,R1306B2,R1306C1,R1306C2,R1307,R1308A,R1308B,R1309,R1403A,R1403B,R1404B,R1404C,R1404D,R1404E,R1405A1,R1405A2K1,R1405A2K2,R1405B,R1405C,R1405D,R1406A,R1406B,R1407,R1601A1K2,R1601A1K3,R1601A1K4,R1601A1K5,R1601A2K2,R1601A2K3,R1601A2K4,R1601A2K5,R1601A3K2,R1601A3K3,R1601A3K4,R1601A3K5,R1601A4K2,R1601A4K3,R1601A4K4,R1601A4K5,R1601A5K2,R1601A5K3,R1601A5K4,R1601A5K5,R1601A6K2,R1601A6K3,R1601A6K4,R1601A6K5,R1601A7K2,R1601A7K3,R1601A7K4,R1601A7K5,R1601A8K2,R1601A8K3,R1601A8K4,R1601A8K5,R1601A9K2,R1601A9K3,R1601A9K4,R1601A9K5,R1601A10K2,R1601A10K3,R1601A10K4,R1601A10K5,R1601B1K2,R1601B1K3,R1601B1K4,R1601B1K5,R1601B2K2,R1601B2K3,R1601B2K4,R1601B2K5,R1601B3K2,R1601B3K3,R1601B3K4,R1601B3K5,R1601B4K2,R1601B4K3,R1601B4K4,R1601B4K5,R1601B5K2,R1601B5K3,R1601B5K4,R1601B5K5,R1601B6K2,R1601B6K3,R1601B6K4,R1601B6K5,R1601B7K2,R1601B7K3,R1601B7K4,R1601B7K5,R1601B8K2,R1601B8K3,R1601B8K4,R1601B8K5,R1601B9K2,R1601B9K3,R1601B9K4,R1601B9K5,R1601B10K2,R1601B10K3,R1601B10K4,R1601B10K5,R1701AK2,R1701AK3,R1701AK4,R1701AK5,R1701BK2,R1701BK3,R1701BK4,R1701BK5,R1702A,R1702B,R1702C,R1702D
62286,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,003,MUARA BADAK ULU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,1,2,2,,2,,2,,1,1,3,6,7,1,6,1,1,0,,,0,2,4,2,1,1,1,1,3,2,1,2013,2019,3,1,0,1,3,1,2,,,,2,,,,2,,,,1,1,4,8,1,1,16,8,2,,,,1,1,7,8,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,1,54,1,7,1,36,2,5,2,6,16,16
62287,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,004,MUARA BADAK ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,1,1,1,2,,2,,1,1,2,,2,,2,,2,,1,1,3,6,7,1,6,2,,,1.00,1,0,2,4,2,1,1,2,1,3,1,1,2017,2022,3,0,0,1,3,1,2,,,,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,42,1,7,1,43,2,7,2,3,15,12
62288,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,005,TANJUNG LIMAU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,,2,,1,1,1,1,2,,1,1,2,,2,,1,1,3,6,7,1,9,2,,,5.00,2,0,2,4,2,1,1,1,1,3,2,1,2016,2022,3,3,1,1,3,1,2,,,,2,,,,2,,,,1,1,16,12,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,12,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,4,16,8,2,,,,2,,,,1,8,16,8,1,51,1,7,1,40,2,7,1,4,19,17
62289,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,006,TANAH DATAR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,1,5,1,1,0,,,0,2,4,2,3,3,1,1,3,2,1,2013,2019,3,15,10,2,4,1,2,,,,2,,,,2,,,,1,8,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,46,1,5,1,37,1,7,2,4,15,2
62290,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,007,BADAK BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,3,5,7,1,1,1,1,0,,,0,2,4,1,1,1,2,1,2,2,1,2014,2019,3,0,0,1,3,1,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,1,1,4,8,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,36,2,7,2,4,30,1
62291,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,008,SUKA DAMAI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,1,1,1,1,2,,2,,2,,2,,1,2,3,6,7,1,10,2,,,13.00,2,0,2,4,2,3,3,1,1,3,2,1,2013,2018,3,3,37,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,41,1,7,1,30,1,7,2,4,13,10
62292,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,009,GAS ALAM BADAK SATU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,7,2,,,3.00,1,1,2,4,2,1,1,2,1,3,2,1,2013,2019,3,3,0,1,3,1,2,,,,2,,,,2,,,,1,1,4,8,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,47,1,7,1,33,1,7,2,2,30,20
62293,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,010,BATU-BATU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,5,2,,,4.00,2,0,2,4,2,1,1,2,1,3,2,1,2015,2019,3,5,2,1,3,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,1,42,1,7,1,26,2,7,2,4,7,5
62294,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,011,BADAK MEKAR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,4,5,7,1,11,2,,,9.40,2,0,2,4,2,3,3,1,1,3,2,1,2016,2022,3,3,10,2,4,1,1,1,16,8,2,,,,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,59,1,4,1,24,1,6,2,4,13,12
62295,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,012,SALO CELLA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,11,2,,,15.00,3,0,2,4,2,1,1,1,1,2,2,1,2016,2022,3,0,0,1,4,1,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,1,1,4,4,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,1,35,1,5,1,34,1,5,2,4,14,11
62296,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,013,SUNGAI BAWANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,2,10,2,,,10.60,2,0,2,4,2,3,3,1,1,3,1,1,2016,2022,3,4,8,2,4,1,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,46,1,6,1,43,2,7,0,0,5,6
62297,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,001,PERANGAT BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,8,1,11,2,,,10.00,1,0,2,4,2,3,1,1,1,3,2,1,2013,2018,3,1,1,2,3,1,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,4,4,8,2,,,,2,,,,1,1,4,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,48,1,5,1,53,1,5,1,4,2,12
62298,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,002,BUNGA PUTIH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,1,2,,2,,2,,1,1,2,,2,,2,,2,,3,1,3,6,8,2,10,2,,,4.00,1,0,2,4,2,3,3,1,1,3,2,1,2013,2018,3,3,7,2,3,1,1,1,1,8,2,,,,2,,,,2,,,,1,1,4,32,2,,,,1,1,4,8,2,,,,2,,,,1,1,4,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,47,1,4,1,58,1,4,3,4,16,14
62299,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,003,PERANGAT SELATAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,1,3,6,8,1,15,1,2,0,,,0,2,4,2,3,1,1,1,1,1,1,2014,2019,3,5,2,2,3,1,1,1,32,32,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,55,1,8,1,56,1,5,1,4,19,17
62300,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,004,MAKARTI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,12,2,,,10.00,2,0,2,4,2,2,1,1,1,3,1,1,2016,2022,3,5,2,2,4,1,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,8,2,,,,2,,,,1,8,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,57,1,5,1,35,1,5,8,4,18,12
62301,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,005,SEBUNTAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,1,2,1,1,1,1,2,,2,,2,,1,1,3,6,7,1,10,1,1,0,,,0,2,4,2,1,1,2,1,3,1,1,2015,2020,3,5,8,2,3,1,1,1,8,8,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,1,8,8,8,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,1,51,1,7,1,48,2,5,2,11,38,10
62302,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,006,KERSIK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,5,7,2,10,2,,,15.00,2,0,2,4,2,1,1,1,1,1,1,1,2012,2018,3,5,2,2,4,1,1,1,4,8,2,,,,2,,,,1,1,2,8,2,,,,2,,,,2,,,,1,1,4,8,2,,,,1,1,4,8,2,,,,1,1,2,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,48,1,5,1,51,1,5,6,3,6,10
62303,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,007,SANTAN ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,12,2,,,24.00,2,0,2,4,2,1,1,1,1,1,1,1,2016,2022,3,5,2,2,4,1,1,8,8,1,2,,,,2,,,,1,8,8,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,37,2,5,1,35,1,7,8,4,17,12
62304,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,008,SANTAN TENGAH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,1,10,2,,,20.00,2,0,2,4,2,2,2,1,1,1,1,1,2016,2022,3,0,0,2,4,1,1,1,4,2,2,,,,2,,,,1,1,4,2,1,1,4,2,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,1,4,8,2,,,,2,,,,2,,,,1,1,4,4,2,,,,2,,,,1,1,4,4,1,1,4,8,1,1,4,8,1,40,1,5,1,25,1,7,4,4,17,10
62305,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,009,SANTAN ULU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,1,2,,2,,2,,1,1,1,1,2,,2,,2,,8,1,4,5,7,1,11,1,1,0,,,0,2,4,1,1,1,1,1,1,1,1,2013,2019,3,5,2,2,4,1,1,1,1,1,2,,,,2,,,,1,1,1,1,1,8,1,1,1,1,1,1,1,1,32,2,2,,,,2,,,,1,1,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,4,8,8,2,,,,1,1,32,8,1,1,8,4,1,52,1,5,1,56,1,5,11,4,26,11
62306,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,010,SAMBERA BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,2,2,,2,,2,,1,1,2,,2,,2,,2,,3,2,4,5,8,2,10,2,,,17.00,2,0,2,4,2,1,1,1,1,3,1,1,2013,2018,3,0,3,1,3,1,1,1,4,8,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,1,1,4,32,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,35,1,7,1,35,1,7,9,4,19,10
62307,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,140,MARANG KAYU,011,SEMANGKOK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,1,4,5,7,2,10,2,,,7.00,2,0,2,4,2,1,1,1,1,3,1,1,2015,2021,3,5,2,2,4,1,1,1,1,8,2,,,,1,1,4,32,1,1,1,8,2,,,,2,,,,2,,,,1,1,4,8,2,,,,1,1,4,4,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,1,1,4,4,2,,,,1,40,1,5,1,36,1,6,6,4,18,10
62308,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,001,BENUA PUHUN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,10,2,,,30.00,3,0,2,4,2,3,3,1,1,1,1,1,2017,2022,3,11,5,1,4,1,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,3,8,1,42,1,5,1,46,1,7,7,1,12,10
62309,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,002,TERATAK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,6,7,2,10,2,,,25.00,2,0,2,4,2,3,3,1,1,1,1,1,2009,2018,3,4,4,2,3,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,52,1,5,4,8,15,10
62310,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,003,BUNGA JADI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,1,1,2,,2,,2,,7,1,3,5,7,1,10,1,1,0,,,0,2,4,2,1,1,1,1,1,1,1,2017,2022,3,5,3,2,4,2,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,1,1,4,8,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,1,4,8,1,50,1,5,1,39,1,7,4,1,33,10
62311,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,004,PANCA JAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,2,10,2,,,17.00,2,0,2,4,2,1,1,1,1,1,1,1,2014,2019,3,10,4,2,4,1,2,,,,2,,,,1,1,32,32,2,,,,1,1,32,8,2,,,,1,1,4,8,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,4,8,8,2,,,,2,,,,1,43,1,5,4,5,33,10
62312,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,005,SIDO MUKTI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,1,1,2,,2,,1,1,7,1,3,5,7,1,11,2,,,12.00,2,0,2,4,2,2,1,1,1,3,2,1,2017,2022,3,6,2,2,4,1,1,1,32,32,2,,,,2,,,,2,,,,1,1,16,8,2,,,,1,1,2,2,2,,,,2,,,,2,,,,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,1,1,4,8,1,52,1,4,1,22,2,6,5,6,27,11
62313,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,006,SABINTULUNG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,1,1,2,,1,1,1,1,2,,2,,2,,7,2,4,6,7,1,12,2,,,18.00,3,0,2,4,1,3,3,1,1,1,1,1,2013,2019,4,5,1,2,3,2,1,1,16,8,2,,,,1,1,32,32,1,1,8,8,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,45,1,4,1,27,1,6,4,0,14,12
62314,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,007,RANTAU HEMPANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,1,1,2,,1,1,1,1,2,,2,,2,,7,1,4,6,7,2,10,2,,,20.00,2,0,2,4,2,3,3,1,1,3,1,1,2017,2022,3,8,5,2,3,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,3,8,1,47,1,5,1,45,1,5,4,5,13,10
62315,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,009,MUARA KAMAN ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,8,2,10,2,,,3.00,1,0,2,4,2,1,1,1,1,3,1,1,2015,2021,3,7,4,2,4,1,1,1,8,8,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,8,32,8,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,1,1,32,32,1,8,32,32,2,,,,1,41,1,5,1,33,1,7,2,11,24,10
62316,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,010,MUARA KAMAN ULU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,7,1,10,1,1,0,,,0,2,4,2,3,1,1,1,3,1,1,2013,2019,3,7,4,2,3,1,1,1,8,32,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,1,8,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,50,1,5,1,40,1,7,10,5,22,10
62317,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,011,TUNJUNGAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,2,10,2,,,20.00,2,0,2,4,2,2,2,1,2,3,1,1,2017,2022,3,3,1,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,30,1,5,1,40,1,7,3,10,10,10
62318,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,012,MUARA SIRAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,4,6,8,1,10,2,,,15.00,3,0,2,4,2,3,1,1,1,3,1,1,2015,2019,3,5,3,2,4,1,1,1,8,8,2,,,,1,1,32,32,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,1,44,1,4,1,43,1,7,5,4,11,10
62319,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,013,SEDULANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,10,2,,,50.00,3,0,2,4,2,3,2,2,1,3,2,1,2013,2018,3,7,2,1,4,1,1,8,32,8,1,1,16,8,2,,,,1,8,32,8,1,8,32,8,2,,,,2,,,,2,,,,2,,,,1,8,32,8,1,8,32,8,2,,,,1,8,3,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,1,8,3,8,2,,,,1,45,1,5,6,4,12,10
62320,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,014,MENAMANG KIRI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,10,2,,,70.00,3,0,2,4,2,3,2,1,1,2,1,1,2017,2023,3,3,2,2,4,2,2,,,,2,,,,2,,,,1,8,32,8,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,15,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,50,1,5,1,43,1,5,11,4,6,10
62321,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,015,MENAMANG KANAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,6,7,2,10,2,,,70.00,3,0,2,4,2,1,1,2,1,2,2,1,2016,2022,3,3,1,2,4,3,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,39,1,5,1,32,1,5,13,4,7,10
62322,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,016,LEBAHO ULAQ,1,0,,,,1,2,2,16,0,,,,0,,,,0,,,,0,,,,0,,,,1,2,1,1,2,,2,,2,,2,,1,1,1,1,2,,2,,2,,2,,7,1,3,6,7,1,10,2,,,30.00,3,0,2,4,2,3,3,1,1,3,1,1,2017,2022,3,0,0,2,4,1,1,1,32,32,2,,,,2,,,,1,1,8,8,1,1,16,8,2,,,,1,1,8,2,1,1,16,8,1,1,16,8,1,1,32,32,1,1,8,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,3,8,1,49,1,5,1,52,1,5,4,5,6,10
62323,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,017,KUPANG BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,5,8,2,10,2,,,99.90,3,0,2,4,2,3,3,1,1,3,1,1,2016,2021,3,6,7,2,3,1,1,1,32,32,2,,,,1,1,32,32,1,8,16,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,1,1,3,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,45,1,4,1,51,1,3,3,6,8,10
