Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R301,R302A,R302B,R302C,R303,R304A,R304B,R304C,R305A1,R305B,R305C,R306A,R306B,R306C,R306D,R307A,R308A,R308B1A,R308B1B,R308B1C,R308B1D,R308B1E,R308B2,R308B3,R309A,R309B,R309C,R402A,R402B1,R402B2,R402C,R403A,R403B,R403C1,R403C2,R404A,R404B1,R404B2,R404C,R501A1,R501A2,R501B,R502A,R502B,R503A1,R503A2,R503A3,R503A4,R503A5,R503A6,R503B,R503C,R504A1,R504A2,R504A3,R504A4,R504A5,R504B,R504C,R505A,R505B,R506,R507A,R507B,R508A,R508B,R508C1,R508C2,R508C3,R509AK2,R509AK3,R509AK4,R509AK5,R509B1K2,R509B1K3,R509B1K4,R509B1K5,R509B2K2,R509B2K3,R509B2K4,R509B2K5,R509B3K2,R509B3K3,R509B3K4,R509B3K5,R509B4K2,R509B4K3,R509B4K4,R509B4K5,R509B5K2,R509B5K3,R509B5K4,R509B5K5,R509B6K2,R509B6K3,R509B6K4,R509B6K5,R509B7K2,R509B7K3,R509B7K4,R509B8K2,R509B8K3,R509B8K4,R509B8K5,R509B9K2,R509B9K4,R509B9K5,R509B10K2,R509B10K4,R509B10K5,R510B,R510C1,R510C2,R510C3,R510D1,R510D2A,R510D2B,R510D2C,R510D3,R511A,R511B,R512A,R512B1,R512B2,R512B3,R513AK2,R513AK3,R513ALK3,R513AK4,R513BK2,R513BK3,R513BLK3,R513BK4,R513CK2,R513CK3,R513CLK3,R513CK4,R514A,R514B,R515,R516
62144,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,015,SAMBOJA KUALA,2,1,6,24,1,1,1,14,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,1,14,1,1,1,IKAN ASIN,TIDAK ADA,2,1192,0,298,2,1,2,3,5,8,1,4,3,2,1,3,5,8,2,2,1,1,2,3,2,1,1,1,1,35,47,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,1,10,103,103,2,,,,,3,0,1,10,103,123,2,,,,2,,,,2,,,,3,2,2,2
62145,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,016,SANIPAH,2,2,,,1,1,1,18,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,1,3,0,2,2,,,,1,KELAPA SAWIT,TIDAK ADA,3,1122,30,0,2,2,2,3,5,8,1,4,2,3,1,3,6,8,2,1,1,1,1,2,2,8,1,2,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,1,,,,2,,,2,,,,1,,,2,,,1,4,39,41,2,,,,,3,0,2,,,,2,,,,2,,,,1,2,,1,1,3,1,2
62146,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,017,HANDIL BARU,2,2,,,1,1,1,13,1,3,2,1,2,1,1,1,1,1,4,6,8,2,1,1,3,,,2,,,2,1,14,2,1,2,,,,799,0,5,2,1,2,3,5,8,2,4,2,,2,3,6,8,2,2,2,1,3,4,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,4,500,500,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,1,2
62147,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,018,MUARA SEMBILANG,2,2,,,1,1,1,14,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,1,1,4,,2,,,,615,0,0,3,,2,3,5,8,2,4,2,,2,3,6,8,2,2,3,1,1,4,2,8,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,120,132,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,1,2
62148,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,019,BUKIT MERDEKA,2,1,5,3,1,1,1,19,1,3,2,1,2,1,1,1,2,,,,,,,,2,2,1,2,,,2,1,5,2,1,1,KELAPA SAWIT,TIDAK ADA,3,1001,269,0,3,,2,3,5,8,1,4,2,4,2,3,6,8,2,2,3,1,1,4,2,2,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,2,2
62149,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,020,KARYA MERDEKA,2,1,6,3,1,1,1,27,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,3,1,2,,,,2545,0,0,2,2,2,3,5,8,2,4,2,,2,3,6,8,2,2,3,1,1,1,2,4,2,,,,,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62150,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,021,TELUK PEMEDAS,2,2,,,1,1,1,8,1,3,2,1,2,1,1,1,1,1,3,6,8,1,1,1,3,,,2,,,2,2,,,,2,,,,818,0,0,1,1,2,3,5,7,1,4,2,3,1,3,6,8,2,1,3,1,1,2,2,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,1,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,1,1
62151,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,022,KAMPUNG LAMA,2,1,6,10,1,1,1,8,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,3,,,,1,-,ATAP NIPAH,3,552,0,11,2,1,2,3,6,8,1,4,2,2,2,3,6,8,2,2,3,1,3,4,2,1,1,1,2,3,3,1,2,2,2,2,,,,2,,,,2,,,,1,,,,1,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,6,6,1,1,4,6,1,3,0,2,,,,1,2,,1,2,,,,1,2,,2,1,1,2,1
62152,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,023,HANDIL BARU DARAT,2,2,,,1,1,1,12,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,2,,,,542,0,0,3,,2,3,5,8,2,4,2,,2,3,6,8,2,2,1,1,1,4,2,8,1,2,,,,2,2,1,2,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,2,,,2,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62348,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,001,GUNUNG SARI,1,1,5,3,1,1,1,4,1,3,2,1,1,1,1,1,2,,,,,,,,2,1,3,2,,,2,1,5,3,1,2,,,,391,62,0,2,2,2,3,5,8,1,4,3,3,2,4,5,8,2,3,3,2,2,4,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,1,1,35,51,1,1,4,6,3,3,0,2,,,,1,2,,1,2,,,,1,2,,1,3,3,2,1
62349,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,002,LONG LALANG,1,1,5,2,2,1,1,2,1,3,2,1,1,2,1,1,2,,,,,,,,1,3,1,2,,,2,1,5,2,1,2,,,,123,2,0,3,,2,3,5,8,1,4,2,2,2,4,5,8,2,3,3,2,2,1,2,2,2,,,,,1,2,2,2,1,,,,2,,,,1,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,1,1
62350,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,003,MUARA RITAN,1,1,5,5,1,1,1,3,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,3,2,2,,,,215,35,0,3,,2,3,5,8,1,4,2,2,2,4,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,18,17,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62351,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,004,RITAN BARU,1,1,5,5,1,1,1,3,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,3,1,2,,,,384,0,0,2,1,2,3,5,8,1,4,2,2,2,4,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,1,1,10,5,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,1,3,1,2
62352,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,005,BULUK SEN,1,1,5,2,2,1,1,3,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,1,2,,,,177,0,0,1,1,2,3,5,8,1,4,2,2,2,3,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,1,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,50,62,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62353,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,006,UMAQ DIAN,1,1,5,12,1,1,1,2,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,4,3,,,2,1,1,1,1,2,,,,170,0,0,1,1,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,1,3,4,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62354,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,007,MUARA PEDOHON,1,1,5,12,1,1,1,2,1,3,2,1,1,1,1,1,2,,,,,,,,1,3,4,3,,,2,1,5,1,1,1,TIDAK ADA,SAWIT,1,85,0,0,1,1,2,3,5,8,2,4,2,,1,4,5,8,2,3,3,1,3,2,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,1,2,3,6,1,2,0,2,,,,1,1,,2,2,,,,2,,,,3,3,1,2
62355,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,008,UMAQ TUKUNG,1,1,5,2,1,1,1,2,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,1,1,2,,,,6,0,61,3,,2,3,6,8,1,4,5,2,2,4,5,8,2,3,3,1,3,4,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62356,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,009,KAMPUNG BARU,1,1,5,2,1,1,1,2,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,2,2,,,,79,0,8,2,1,2,3,5,8,1,4,5,1,1,3,5,8,2,1,3,1,3,4,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,2,2,1,1
62357,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,010,BILA TALANG,1,1,5,5,1,1,1,3,1,3,2,1,1,1,1,1,2,,,,,,,,1,3,2,3,,,2,1,1,1,2,2,,,,142,0,0,3,,2,3,5,8,1,4,3,3,2,3,5,8,2,2,3,1,2,4,7,6,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62358,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,011,UMAQ BEKUAI,1,1,5,4,2,1,1,3,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,1,1,2,,,,0,175,0,3,,2,3,5,8,1,4,3,2,2,4,5,8,2,3,3,1,3,4,2,6,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62359,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,012,SIDOMULYO,1,1,7,2,2,1,1,6,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,2,2,,,,493,0,0,1,2,2,3,5,8,1,4,3,2,1,3,5,8,2,3,3,1,3,4,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62360,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,013,MUARA TIQ,1,1,5,2,2,1,1,2,1,3,2,1,1,1,1,1,2,,,,,,,,1,3,2,2,,,2,1,1,4,,2,,,,0,75,0,2,1,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62361,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,014,TABANG LAMA,1,1,5,2,2,1,1,2,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,3,2,,,,71,0,0,2,1,2,3,5,8,2,4,2,,2,3,5,8,2,3,3,1,3,4,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62362,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,015,MUARA SALUNG,1,1,5,2,1,1,1,1,1,3,2,1,1,1,1,1,2,,,,,,,,1,2,2,2,,,2,1,1,3,1,2,,,,0,45,0,2,1,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,1,2
62363,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,016,MUARA KEBAQ,1,1,5,2,1,1,1,1,1,3,2,1,1,1,1,1,2,,,,,,,,1,2,2,2,,,2,1,1,4,,2,,,,0,68,0,2,1,2,3,6,8,2,4,2,,2,3,6,8,2,2,3,1,3,4,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62364,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,017,MUARA BELINAU,1,1,5,2,2,1,1,1,1,3,2,1,1,1,1,1,2,,,,,,,,1,3,2,2,,,2,1,1,3,1,2,,,,0,43,0,2,1,2,3,6,8,2,4,2,,1,4,5,8,2,3,2,3,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62365,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,018,MUARA TUBOQ,1,1,5,2,1,1,1,2,1,3,2,1,1,1,1,1,2,,,,,,,,1,2,2,2,,,2,1,1,4,,2,,,,0,76,0,2,1,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62366,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,019,TUKUNG RITAN,1,1,7,3,2,1,1,6,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,5,3,2,2,,,,527,0,0,3,,2,3,5,8,1,4,2,2,2,4,5,7,2,3,3,2,2,2,2,3,2,,,,,1,2,1,2,1,,1,,1,,1,,1,,1,,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,2,,2,2,,2,,,,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62230,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,001,JAHAB,2,1,6,12,1,1,1,21,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,1,2,2,1,TEH SERAI,TIDAK ADA,3,1044,0,200,2,1,2,3,5,7,1,4,2,3,1,3,6,8,2,1,1,1,1,4,2,1,2,,,,,1,1,2,2,2,1,,,2,2,,,2,2,,,2,1,,,2,2,,,2,1,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,1,1,1
62231,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,002,BUKIT BIRU,2,1,6,12,1,1,1,24,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,3,,,2,1,1,3,2,2,,,,1300,0,67,2,1,2,3,5,7,1,4,2,3,1,3,6,8,2,1,1,1,1,4,2,1,2,,,,,2,1,1,2,,1,1,,,2,2,,,2,2,,,1,1,,,2,2,,,2,1,,,2,2,,2,2,,,2,,,2,,,,,,,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,1,1,1
62232,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,003,TIMBAU,2,1,5,1,1,1,1,36,2,3,2,1,2,1,1,1,2,,,,,,,,2,3,4,3,,,2,6,,,,2,,,,7261,0,0,1,1,2,3,5,7,2,4,2,,1,3,6,8,2,1,1,1,1,4,2,1,1,2,,,,1,1,1,2,1,2,2,,1,2,2,,1,2,2,,2,1,1,,2,2,2,,1,2,2,,1,2,2,2,2,2,,1,2,,2,2,,1,1,25,25,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,1,1,1
62233,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,004,MELAYU,2,1,6,1,1,1,1,46,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,6,,,,2,,,,4250,0,0,1,1,2,3,5,7,1,4,2,1,1,3,6,8,2,1,1,1,1,4,2,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,60,70,1,1,4,6,2,3,0,2,,,,1,2,,2,2,,,,2,,,,3,1,2,1
62234,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,005,LOA IPUH,2,1,6,1,1,1,1,77,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,3,,,2,6,,,,2,,,,7000,62,0,1,1,2,3,5,7,1,4,2,3,1,3,6,8,2,1,1,1,1,4,2,1,1,1,1,10,10,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,1,,,2,,,1,2,232,334,1,1,4,6,2,3,0,2,,,,1,2,,2,2,,,,2,,,,3,1,1,1
62235,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,006,MALUHU,2,1,5,12,1,1,1,23,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,1,0,4,2,1,1,2,2,1,AMPLANG,-,3,1780,0,12,1,1,2,3,5,7,1,4,2,3,1,3,6,8,2,1,1,1,1,4,2,1,1,1,1,8,8,2,1,1,2,,1,1,,,2,1,,,2,2,,,1,1,,,2,2,,,1,1,,,2,2,,2,2,,,2,,,2,,,,,,,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,1,1,1
62236,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,007,PANJI,2,1,5,12,1,1,1,19,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,6,,,,2,,,,1305,0,0,1,1,2,3,5,7,2,4,2,,1,4,6,8,2,1,1,1,1,4,2,1,2,,,,,2,2,1,2,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,2,,,2,,,2,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,1,2,2
62237,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,008,SUKARAME,2,1,5,12,1,1,1,13,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,6,,,,2,,,,1010,0,0,1,1,2,3,5,7,2,4,2,,1,4,6,8,2,1,1,1,1,4,2,1,2,,,,,1,2,2,2,1,,,,2,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,50,55,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62238,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,009,BARU,2,1,5,12,1,1,1,16,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,6,,,,2,,,,1211,0,0,1,1,2,3,5,8,2,4,2,,1,4,6,8,2,1,1,1,1,4,2,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,45,47,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,2,1
62239,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,010,MANGKURAWANG,2,1,5,12,1,1,1,20,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,1,2,,,,2816,0,53,1,1,2,3,5,7,1,4,2,2,1,4,6,8,2,1,1,1,1,4,2,1,1,2,,,,1,1,2,1,1,2,,2,1,2,,2,1,2,,2,2,1,,1,2,2,,2,1,2,,2,1,2,,2,2,,2,2,,2,2,,2,1,4,112,132,2,,,,,3,1,2,,,,2,,,,2,,,,2,,,,3,3,2,1
62240,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,011,LOA TEBU,2,1,5,12,1,1,1,21,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,2,,,,2,,,,1684,210,0,2,1,2,3,5,7,1,4,2,2,1,4,6,8,2,1,1,1,1,2,2,1,2,,,,,1,2,1,2,1,,2,,2,,2,,1,,2,,2,,2,,2,,2,,1,,1,,1,,2,2,,2,,2,2,,2,2,,1,3,25,63,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,2,1
62241,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,012,RAPAK LAMBUR,1,1,7,12,1,1,2,15,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,3,2,1,DURIAN,0,3,600,42,0,1,2,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,1,4,2,1,2,,,,,2,1,1,1,,2,2,2,,2,2,2,,2,2,2,,1,1,2,,2,2,2,,1,1,2,,2,2,,2,2,2,,2,2,,2,2,,,,,,,,,,3,4,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62242,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,013,LOA IPUH DARAT,2,1,5,12,2,1,1,11,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,3,3,1,2,,,,798,121,44,3,,2,3,5,8,1,4,2,3,1,3,6,8,2,2,1,1,1,4,2,6,2,,,,,1,2,1,2,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,2,,2,2,,2,,2,2,,2,2,,1,3,17,17,1,1,4,6,3,3,0,2,,,,1,2,,1,1,2,,1,1,2,,1,1,1,1,2
62243,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,014,BENDANG RAYA,1,1,5,12,1,1,1,10,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,6,3,1,2,,,,150,91,10,3,,2,3,5,7,1,4,2,2,2,3,6,8,2,2,3,1,1,4,2,4,2,,,,,2,1,2,1,,2,,2,,2,,2,,2,,2,,1,,2,,2,,2,,2,,2,,2,,,2,,2,,,2,,,2,,,,,,,,,,2,3,2,,,,1,2,,2,2,,,,1,2,,2,3,3,2,2
62258,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,001,LOA LEPU,1,1,5,12,1,1,1,6,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,3,3,2,2,,,,358,0,28,2,1,2,3,5,8,1,4,2,3,1,4,6,8,2,1,1,1,1,4,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,9,9,2,,,,,1,0,2,,,,2,,,,2,,,,1,2,,1,3,3,2,2
62259,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,002,TELUK DALAM,1,1,7,9,1,1,1,4,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,518,0,0,1,1,2,3,5,8,2,4,2,,1,3,6,8,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,120,120,1,2,3,6,3,3,0,2,,,,1,1,,2,2,,,,2,,,,3,3,2,2
62260,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,003,PERJIWA,1,1,7,15,1,1,1,5,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,2,1,0,1,2,1,3,1,1,2,,,,429,35,0,2,1,2,3,5,8,1,4,2,3,1,3,6,8,2,1,3,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,1,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,59,70,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,1,2,2
62261,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,004,LOA RAYA,1,1,5,25,1,1,1,5,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,3,2,1,GULA MERAH,0,3,381,1,0,2,1,2,3,5,7,2,4,2,,1,4,6,8,2,1,2,1,1,2,2,1,2,,,,,1,1,1,2,1,2,2,,1,2,2,,1,2,2,,2,1,1,,2,2,1,,1,1,1,,1,2,2,1,2,2,,2,2,,2,2,,1,1,38,57,1,1,3,6,3,1,0,1,1,38,57,1,1,,1,1,2,,1,1,2,,1,1,3,1,1
